shipment_id,carrier,ship_date,status,origin,destination,freight_cost,Expected Delivery Date,Delivered Date,delay_days,reason
SHO4589,DHL,27/08/2025,IN TRANS,Hyderabad,Pune,224.91,09/03/2025,,,Invalid status; Expected Delivery Date is before Ship Date
SHO4590,DHL,21/01/2026,Delayed,Delhi,Chennai,228.56,,02/06/2026,,Expected Delivery Date is missing or invalid
SHO4591,FEDEX,05/04/2026,Delivered,Pune,Mumbai,487.74,09/05/2026,,,Delivered Date is missing or invalid for Delivered status
SHO4592,DHL,05/11/2024,In Transit,Mumbai,Pune,30.29,16/05/2024,,,Expected Delivery Date is before Ship Date
SHO4593,DHL,26/08/2025,Delivered,Mumbai,Hyderabad,263.13,,29/08/2025,,Expected Delivery Date is missing or invalid
SHO4595,BLUEDART,,Delayed,Delhi,Pune,83.99,15/05/2026,16/05/2026,,Invalid ship date
SHO4599,DHL,24/09/2024,Delivered,Bangalore,Mumbai,149.25,28/09/2024,,,Delivered Date is missing or invalid for Delivered status
SHO4600,DHL,26/10/2025,In Transit,Delhi,Mumbai,190.32,,,,Expected Delivery Date is missing or invalid
SHO4601,BLUEDART,05/05/2025,IN TRANS,Delhi,Mumbai,24.97,05/07/2025,,,Invalid status
SHO4602,DHL,21/05/2026,Delivered,Delhi,Hyderabad,84.88,28/05/2026,,,Delivered Date is missing or invalid for Delivered status
SHO4604,DHL,,Accepted,Pune,Chennai,398.15,24/05/2024,,,Invalid ship date
SHO4605,DHL,18/10/2025,Accepted,Hyderabad,Delhi,-31.24,25/10/2025,26/10/2025,,Invalid freight cost
SHO4606,BLUEDART,21/05/2026,In Transit,Hyderabad,Bangalore,,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4607,BLUEDART,31/03/2026,UNKNOWN,Hyderabad,Delhi,75.07,07/04/2026,,,Invalid status
SHO4610,DHL,14/10/2025,Delivered,Chennai,Bangalore,-1.27,21/10/2025,24/10/2025,3,Invalid freight cost
SHO4611,BLUEDART,18/05/2026,Accepted,Pune,Chennai,-49.6,20/05/2026,30/05/2026,,Invalid freight cost
SHO4612,BLUEDART,,Delivered,Hyderabad,Bangalore,90.11,07/04/2024,08/04/2024,1,Invalid ship date
SHO4614,DHL,13/04/2026,Accepted,Bangalore,Pune,320.7,,,,Expected Delivery Date is missing or invalid
SHO4616,FEDEX,25/10/2025,Delivered,Delhi,Hyderabad,307.63,28/10/2025,,,Delivered Date is missing or invalid for Delivered status
,DHL,,UNKNOWN,Delhi,Bangalore,106.28,,13/04/2025,,Missing shipment ID; Invalid ship date; Invalid status; Expected Delivery Date is missing or invalid
SHO4622,DHL,16/07/2025,Delayed,Bangalore,Mumbai,84.26,,,,Expected Delivery Date is missing or invalid
,BLUEDART,02/08/2024,Delayed,Chennai,Hyderabad,-50.77,08/09/2024,,,Missing shipment ID; Invalid freight cost
SHO4626,BLUEDART,,IN TRANS,Delhi,Pune,356.36,,,,Invalid ship date; Invalid status; Expected Delivery Date is missing or invalid
SHO4627,BLUEDART,15/01/2025,IN TRANS,Pune,Bangalore,105.7,19/01/2025,,,Invalid status
SHO4628,FEDEX,03/10/2024,Delayed,Chennai,Delhi,26.57,10/09/2024,,,Expected Delivery Date is before Ship Date
SHO4629,BLUEDART,,Accepted,Mumbai,Hyderabad,81.38,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4631,DHL,,Delayed,Delhi,Pune,-10.27,23/06/2024,07/03/2024,,Invalid ship date; Invalid freight cost
,FEDEX,06/10/2025,In Transit,Mumbai,Hyderabad,423.34,,,,Missing shipment ID; Expected Delivery Date is missing or invalid
SHO4635,FEDEX,12/04/2025,In Transit,Delhi,Chennai,355.73,,,,Expected Delivery Date is missing or invalid
SHO4638,FEDEX,,Pending,Mumbai,Delhi,347.38,14/03/2024,,,Invalid ship date
SHO4640,BLUEDART,,Pending,Bangalore,Delhi,338.17,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4642,FEDEX,,Pending,Mumbai,Hyderabad,-22.88,02/06/2024,,,Invalid ship date; Invalid freight cost
SHO4643,DHL,21/01/2025,Delivered,Chennai,Pune,370.1,23/01/2025,,,Delivered Date is missing or invalid for Delivered status
SHO4644,DHL,,Accepted,Delhi,Chennai,158.52,23/12/2025,,,Invalid ship date
SHO4645,BLUEDART,,In Transit,Bangalore,Hyderabad,68.13,23/04/2026,,,Invalid ship date
SHO4646,FEDEX,04/07/2025,Delivered,Mumbai,Delhi,446.87,07/09/2025,,,Delivered Date is missing or invalid for Delivered status
SHO4649,FEDEX,11/09/2025,In Transit,Chennai,Bangalore,161.68,,,,Expected Delivery Date is missing or invalid
SHO4651,DHL,12/01/2024,IN TRANS,Mumbai,Hyderabad,225.18,12/04/2024,,,Invalid status
SHO4652,DHL,07/01/2024,In Transit,Chennai,Bangalore,410.13,,,,Expected Delivery Date is missing or invalid
SHO4654,FEDEX,10/12/2024,Delivered,Bangalore,Delhi,451.68,,15/12/2024,,Expected Delivery Date is missing or invalid
SHO4655,FEDEX,,In Transit,Pune,Mumbai,380.08,22/12/2025,,,Invalid ship date
,FEDEX,06/10/2025,In Transit,Mumbai,Bangalore,148.79,,,,Missing shipment ID; Expected Delivery Date is missing or invalid
SHO4661,BLUEDART,05/04/2025,Delayed,Bangalore,Pune,-71.29,11/05/2025,21/05/2025,,Invalid freight cost
SHO4662,DHL,,Pending,Delhi,Mumbai,453.64,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4663,DHL,,Delivered,Mumbai,Pune,323.89,20/01/2024,21/01/2024,1,Invalid ship date
SHO4665,BLUEDART,08/10/2024,Delayed,Chennai,Pune,89.28,,20/10/2024,,Expected Delivery Date is missing or invalid
SHO4667,FEDEX,,Delayed,Bangalore,Mumbai,277.13,29/06/2025,30/06/2025,,Invalid ship date
SHO4668,FEDEX,10/11/2025,In Transit,Hyderabad,Bangalore,-70.22,16/11/2025,,,Invalid freight cost
SHO4670,BLUEDART,01/02/2026,Pending,Bangalore,Delhi,,04/02/2026,,,Invalid freight cost
,FEDEX,08/10/2025,In Transit,Bangalore,Hyderabad,302.58,17/08/2025,,,Missing shipment ID; Expected Delivery Date is before Ship Date
SHO4672,DHL,04/07/2024,Pending,Bangalore,Delhi,-56.9,07/10/2024,,,Invalid freight cost
SHO4673,BLUEDART,,Delivered,Delhi,Hyderabad,45.4,05/12/2025,03/12/2025,0,Invalid ship date
SHO4675,DHL,20/04/2024,IN TRANS,Delhi,Bangalore,236.9,26/04/2024,,,Invalid status
SHO4677,FEDEX,,IN TRANS,Chennai,Mumbai,479.61,,,,Invalid ship date; Invalid status; Expected Delivery Date is missing or invalid
SHO4678,FEDEX,07/03/2024,Delivered,Hyderabad,Pune,117.27,,15/07/2024,,Expected Delivery Date is missing or invalid
SHO4679,FEDEX,,Accepted,Pune,Delhi,-24.05,,,,Invalid ship date; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4680,BLUEDART,06/12/2025,Delivered,Delhi,Mumbai,-21.25,13/12/2025,16/12/2025,3,Invalid freight cost
SHO4682,BLUEDART,17/05/2025,Delivered,Hyderabad,Delhi,476.96,,22/05/2025,,Expected Delivery Date is missing or invalid
SHO4683,BLUEDART,05/09/2026,Delivered,Mumbai,Bangalore,410.9,14/05/2026,13/05/2026,0,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO4685,BLUEDART,,Delayed,Chennai,Pune,243.96,,14/08/2025,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4686,DHL,20/01/2026,Pending,Delhi,Bangalore,352.97,,,,Expected Delivery Date is missing or invalid
SHO4687,FEDEX,11/06/2024,Accepted,Chennai,Delhi,-79.17,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4688,FEDEX,02/07/2026,Pending,Delhi,Hyderabad,157.41,13/02/2026,,,Expected Delivery Date is before Ship Date
SHO4689,DHL,15/05/2025,In Transit,Hyderabad,Delhi,29.1,,,,Expected Delivery Date is missing or invalid
SHO4690,DHL,17/06/2025,IN TRANS,Hyderabad,Pune,1.47,22/06/2025,,,Invalid status
SHO4695,BLUEDART,03/04/2026,Delivered,Hyderabad,Mumbai,182.8,08/03/2026,09/03/2026,1,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO4698,DHL,,Accepted,Pune,Hyderabad,-69.2,25/02/2024,,,Invalid ship date; Invalid freight cost
SHO4700,FEDEX,26/06/2024,In Transit,Bangalore,Delhi,193.1,07/02/2024,,,Expected Delivery Date is before Ship Date
SHO4701,DHL,,Delivered,Pune,Delhi,-69.56,,15/02/2025,,Invalid ship date; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4702,DHL,24/05/2024,Accepted,Hyderabad,Mumbai,-21.0,31/05/2024,,,Invalid freight cost
SHO4703,DHL,,In Transit,Pune,Bangalore,-10.59,24/01/2024,,,Invalid ship date; Invalid freight cost
SHO4704,BLUEDART,24/05/2025,Delivered,Mumbai,Hyderabad,83.48,30/05/2025,,,Delivered Date is missing or invalid for Delivered status
SHO4705,DHL,,Delivered,Mumbai,Hyderabad,-4.53,27/07/2024,27/07/2024,0,Invalid ship date; Invalid freight cost
SHO4706,FEDEX,22/11/2024,IN TRANS,Pune,Mumbai,387.36,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO4707,BLUEDART,02/05/2024,Delivered,Pune,Chennai,412.86,02/12/2024,14/02/2024,0,Delivered Date is before Ship Date
SHO4709,FEDEX,22/04/2025,In Transit,Delhi,Hyderabad,183.75,,,,Expected Delivery Date is missing or invalid
,BLUEDART,11/06/2024,In Transit,Pune,Delhi,446.55,15/06/2024,,,Missing shipment ID
SHO4711,BLUEDART,20/12/2024,Accepted,Pune,Delhi,387.81,,25/12/2024,,Expected Delivery Date is missing or invalid
SHO4713,FEDEX,24/01/2025,Pending,Hyderabad,Chennai,-6.71,29/01/2025,,,Invalid freight cost
SHO4715,FEDEX,12/04/2024,UNKNOWN,Pune,Delhi,287.45,07/12/2024,,,Invalid status
SHO4717,BLUEDART,,In Transit,Mumbai,Delhi,-36.55,10/11/2025,,,Invalid ship date; Invalid freight cost
SHO4719,DHL,17/01/2026,In Transit,Chennai,Mumbai,203.93,,,,Expected Delivery Date is missing or invalid
,FEDEX,,Pending,Delhi,Mumbai,400.71,04/05/2026,,,Missing shipment ID; Invalid ship date
SHO4721,BLUEDART,13/06/2024,Delayed,Chennai,Hyderabad,-67.39,17/06/2024,24/06/2024,,Invalid freight cost
,BLUEDART,,Accepted,Delhi,Pune,-63.2,,,,Missing shipment ID; Invalid ship date; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4726,DHL,,Pending,Mumbai,Hyderabad,464.25,27/06/2025,,,Invalid ship date
SHO4727,BLUEDART,10/05/2024,Accepted,Mumbai,Delhi,-24.82,05/12/2024,,,Invalid freight cost
SHO4728,DHL,22/03/2024,Delayed,Chennai,Bangalore,272.51,,04/06/2024,,Expected Delivery Date is missing or invalid
SHO4730,DHL,04/01/2026,Delayed,Mumbai,Chennai,33.17,,13/04/2026,,Expected Delivery Date is missing or invalid
SHO4731,DHL,02/02/2024,IN TRANS,Chennai,Pune,134.53,06/02/2024,,,Invalid status
SHO4732,DHL,23/12/2024,Pending,Pune,Bangalore,51.88,,,,Expected Delivery Date is missing or invalid
SHO4733,FEDEX,,Accepted,Bangalore,Hyderabad,194.34,10/11/2024,,,Invalid ship date
SHO4734,FEDEX,21/05/2026,Delayed,Pune,Bangalore,,,31/05/2026,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4736,FEDEX,14/05/2024,UNKNOWN,Mumbai,Chennai,,21/05/2024,,,Invalid status; Invalid freight cost
SHO4737,BLUEDART,27/08/2024,UNKNOWN,Bangalore,Delhi,146.5,30/08/2024,,,Invalid status
SHO4739,BLUEDART,02/11/2024,IN TRANS,Pune,Mumbai,57.45,08/11/2024,,,Invalid status
SHO4740,FEDEX,14/12/2025,Pending,Pune,Bangalore,-17.63,17/12/2025,,,Invalid freight cost
SHO4742,BLUEDART,08/04/2026,In Transit,Mumbai,Pune,-66.47,10/04/2026,,,Invalid freight cost
SHO4743,DHL,,Pending,Chennai,Mumbai,375.53,11/12/2025,,,Invalid ship date
SHO4744,FEDEX,18/04/2026,In Transit,Mumbai,Hyderabad,,20/04/2026,,,Invalid freight cost
SHO4745,FEDEX,13/11/2025,In Transit,Mumbai,Chennai,-77.83,15/11/2025,,,Invalid freight cost
SHO4749,DHL,02/11/2026,Delivered,Hyderabad,Chennai,343.37,18/02/2026,20/02/2026,2,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO4750,DHL,19/09/2024,UNKNOWN,Pune,Chennai,218.65,25/09/2024,,,Invalid status
SHO4751,DHL,,Accepted,Delhi,Hyderabad,20.65,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4752,DHL,19/03/2025,Pending,Bangalore,Chennai,375.44,,,,Expected Delivery Date is missing or invalid
SHO4756,FEDEX,,Pending,Delhi,Bangalore,33.52,30/09/2024,,,Invalid ship date
SHO4758,FEDEX,,Accepted,Pune,Chennai,173.29,24/11/2024,,,Invalid ship date
SHO4759,BLUEDART,03/03/2024,UNKNOWN,Hyderabad,Delhi,191.26,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO4761,BLUEDART,21/10/2025,Delivered,Mumbai,Chennai,141.31,23/10/2025,,,Delivered Date is missing or invalid for Delivered status
SHO4763,FEDEX,13/09/2024,Delayed,Delhi,Bangalore,84.41,,30/09/2024,,Expected Delivery Date is missing or invalid
SHO4764,FEDEX,23/04/2026,Delayed,Pune,Delhi,327.6,,05/07/2026,,Expected Delivery Date is missing or invalid
SHO4765,BLUEDART,,In Transit,Hyderabad,Pune,475.54,27/11/2025,,,Invalid ship date
SHO4766,DHL,,Pending,Hyderabad,Bangalore,181.69,17/06/2024,,,Invalid ship date
SHO4768,DHL,05/12/2024,Pending,Hyderabad,Mumbai,-13.69,11/12/2024,,,Invalid freight cost
SHO4769,FEDEX,03/11/2024,Delivered,Pune,Mumbai,20.95,17/03/2024,16/03/2024,0,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO4770,DHL,11/07/2024,Pending,Bangalore,Chennai,139.54,,,,Expected Delivery Date is missing or invalid
SHO4775,DHL,31/01/2024,Accepted,Chennai,Pune,320.8,,02/08/2024,,Expected Delivery Date is missing or invalid
SHO4776,FEDEX,15/10/2024,In Transit,Pune,Mumbai,85.69,,,,Expected Delivery Date is missing or invalid
SHO4777,DHL,,In Transit,Pune,Chennai,-65.75,15/01/2025,,,Invalid ship date; Invalid freight cost
SHO4779,DHL,,Delayed,Chennai,Pune,300.43,26/01/2026,31/01/2026,,Invalid ship date
SHO4781,DHL,,Pending,Hyderabad,Chennai,6.56,23/10/2024,,,Invalid ship date
SHO4783,DHL,,Pending,Mumbai,Hyderabad,391.39,01/02/2024,,,Invalid ship date
SHO4786,FEDEX,15/11/2024,IN TRANS,Delhi,Bangalore,78.55,19/11/2024,,,Invalid status
SHO4788,DHL,19/07/2024,Delayed,Hyderabad,Bangalore,-17.88,24/07/2024,30/07/2024,,Invalid freight cost
SHO4789,FEDEX,28/12/2024,Pending,Mumbai,Pune,-17.9,02/01/2025,,,Invalid freight cost
SHO4791,FEDEX,26/08/2024,UNKNOWN,Pune,Hyderabad,31.69,02/09/2024,,,Invalid status
SHO4795,DHL,29/05/2024,Pending,Chennai,Hyderabad,134.08,,,,Expected Delivery Date is missing or invalid
SHO4797,BLUEDART,,Pending,Pune,Hyderabad,138.81,12/11/2025,,,Invalid ship date
SHO4798,FEDEX,09/11/2025,Accepted,Mumbai,Delhi,,17/09/2025,,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO4799,DHL,04/01/2024,In Transit,Delhi,Chennai,28.65,,,,Expected Delivery Date is missing or invalid
SHO4800,BLUEDART,11/12/2025,IN TRANS,Pune,Delhi,279.39,14/12/2025,,,Invalid status
SHO4802,DHL,,Delayed,Bangalore,Chennai,352.74,24/05/2025,,,Invalid ship date
SHO4805,BLUEDART,,Delayed,Bangalore,Delhi,450.59,27/05/2024,02/06/2024,,Invalid ship date
SHO4808,DHL,,In Transit,Bangalore,Pune,189.79,14/05/2025,,,Invalid ship date
SHO4810,DHL,26/06/2025,In Transit,Bangalore,Delhi,-0.96,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4811,DHL,30/03/2026,Accepted,Delhi,Mumbai,31.54,04/01/2026,07/04/2026,,Expected Delivery Date is before Ship Date
SHO4813,BLUEDART,22/12/2025,Delayed,Pune,Delhi,172.46,,01/01/2026,,Expected Delivery Date is missing or invalid
SHO4814,FEDEX,19/12/2024,Delayed,Bangalore,Chennai,285.29,,,,Expected Delivery Date is missing or invalid
SHO4816,DHL,,IN TRANS,Mumbai,Chennai,158.14,20/12/2025,,,Invalid ship date; Invalid status
SHO4817,FEDEX,,Delayed,Bangalore,Chennai,-52.27,27/06/2024,07/05/2024,,Invalid ship date; Invalid freight cost
SHO4818,DHL,22/11/2025,IN TRANS,Mumbai,Hyderabad,20.26,24/11/2025,,,Invalid status
SHO4819,FEDEX,22/01/2025,Accepted,Mumbai,Hyderabad,,28/01/2025,,,Invalid freight cost
SHO4821,FEDEX,05/05/2024,Pending,Hyderabad,Chennai,-8.41,10/05/2024,,,Invalid freight cost
SHO4822,BLUEDART,,In Transit,Mumbai,Delhi,1.31,29/12/2025,,,Invalid ship date
SHO4824,BLUEDART,24/02/2026,Delayed,Mumbai,Pune,-76.38,02/03/2026,08/03/2026,,Invalid freight cost
SHO4825,BLUEDART,,In Transit,Bangalore,Pune,434.72,13/07/2024,,,Invalid ship date
SHO4826,FEDEX,15/10/2025,UNKNOWN,Pune,Delhi,-57.37,20/10/2025,18/10/2025,,Invalid status; Invalid freight cost
SHO4828,BLUEDART,07/11/2024,UNKNOWN,Delhi,Bangalore,75.61,18/07/2024,,,Invalid status; Expected Delivery Date is before Ship Date
SHO4830,DHL,02/09/2024,In Transit,Chennai,Bangalore,142.62,12/02/2024,,,Expected Delivery Date is before Ship Date
SHO4832,DHL,20/09/2024,IN TRANS,Bangalore,Mumbai,74.79,24/09/2024,,,Invalid status
SHO4836,BLUEDART,05/12/2026,Delayed,Pune,Delhi,314.06,19/05/2026,,,Expected Delivery Date is before Ship Date
SHO4837,DHL,15/12/2024,In Transit,Pune,Chennai,-39.78,19/12/2024,,,Invalid freight cost
SHO4839,FEDEX,03/08/2025,Pending,Pune,Delhi,-37.27,12/03/2025,,,Expected Delivery Date is before Ship Date; Invalid freight cost
,DHL,17/03/2026,Pending,Bangalore,Hyderabad,473.67,20/03/2026,,,Missing shipment ID
SHO4842,DHL,22/08/2025,IN TRANS,Bangalore,Delhi,165.93,27/08/2025,,,Invalid status
SHO4843,BLUEDART,16/12/2024,Delayed,Hyderabad,Bangalore,-2.32,22/12/2024,26/12/2024,,Invalid freight cost
SHO4844,BLUEDART,10/07/2025,Delivered,Bangalore,Mumbai,425.27,,,,Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status
SHO4845,BLUEDART,22/01/2025,Delivered,Hyderabad,Pune,-59.33,25/01/2025,,,Delivered Date is missing or invalid for Delivered status; Invalid freight cost
SHO4847,FEDEX,28/03/2025,In Transit,Delhi,Hyderabad,-77.38,30/03/2025,,,Invalid freight cost
SHO4849,FEDEX,,Delayed,Hyderabad,Delhi,392.77,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4850,DHL,24/12/2024,Accepted,Mumbai,Chennai,-47.58,28/12/2024,01/01/2025,,Invalid freight cost
SHO4851,DHL,10/04/2025,Delayed,Mumbai,Pune,384.47,,21/04/2025,,Expected Delivery Date is missing or invalid
SHO4853,DHL,23/11/2025,IN TRANS,Pune,Mumbai,271.63,26/11/2025,,,Invalid status
SHO4854,DHL,16/01/2025,Pending,Pune,Bangalore,-58.94,18/01/2025,,,Invalid freight cost
SHO4856,DHL,04/11/2026,In Transit,Chennai,Mumbai,-38.35,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4859,FEDEX,12/01/2025,Delayed,Pune,Delhi,-23.78,04/12/2025,12/10/2025,,Invalid freight cost
SHO4860,FEDEX,05/11/2026,Delivered,Bangalore,Delhi,256.61,17/05/2026,22/05/2026,5,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO4861,FEDEX,,In Transit,Chennai,Pune,142.87,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4862,FEDEX,,Delayed,Mumbai,Pune,112.11,21/06/2025,,,Invalid ship date
SHO4865,BLUEDART,26/07/2024,Delivered,Mumbai,Delhi,273.21,,02/08/2024,,Expected Delivery Date is missing or invalid
SHO4867,DHL,04/12/2026,Accepted,Delhi,Pune,0.2,,,,Expected Delivery Date is missing or invalid
SHO4868,DHL,17/04/2024,Delivered,Chennai,Mumbai,496.02,19/04/2024,,,Delivered Date is missing or invalid for Delivered status
SHO4870,DHL,27/08/2025,Delivered,Pune,Hyderabad,167.5,,08/09/2025,,Expected Delivery Date is missing or invalid
SHO4872,BLUEDART,30/04/2024,Delivered,Mumbai,Hyderabad,346.27,,05/05/2024,,Expected Delivery Date is missing or invalid
SHO4874,BLUEDART,09/04/2024,Delayed,Mumbai,Hyderabad,-30.45,,18/04/2024,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4876,DHL,,Delayed,Bangalore,Delhi,415.82,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4877,DHL,06/10/2025,UNKNOWN,Bangalore,Pune,281.95,16/06/2025,,,Invalid status; Expected Delivery Date is before Ship Date
SHO4878,FEDEX,16/05/2025,Pending,Bangalore,Hyderabad,323.91,,,,Expected Delivery Date is missing or invalid
SHO4881,DHL,26/08/2025,In Transit,Chennai,Mumbai,376.44,09/01/2025,,,Expected Delivery Date is before Ship Date
SHO4883,BLUEDART,04/11/2026,In Transit,Hyderabad,Pune,-8.47,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
,FEDEX,04/08/2025,Pending,Hyderabad,Mumbai,6.86,08/08/2025,,,Missing shipment ID
SHO4885,FEDEX,27/10/2025,UNKNOWN,Chennai,Delhi,-5.73,,11/03/2025,,Invalid status; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4888,BLUEDART,03/09/2024,Delayed,Hyderabad,Chennai,260.87,,14/03/2024,,Expected Delivery Date is missing or invalid
,BLUEDART,14/03/2025,Delivered,Hyderabad,Chennai,283.35,19/03/2025,20/03/2025,1,Missing shipment ID
SHO4890,FEDEX,14/12/2024,Delivered,Hyderabad,Delhi,-0.66,21/12/2024,23/12/2024,2,Invalid freight cost
SHO4892,DHL,06/02/2025,Delivered,Mumbai,Chennai,,02/09/2025,14/02/2025,0,Invalid freight cost
,DHL,25/03/2026,Pending,Bangalore,Delhi,-71.78,31/03/2026,,,Missing shipment ID; Invalid freight cost
SHO4894,DHL,05/07/2026,Accepted,Bangalore,Mumbai,315.66,10/05/2026,,,Expected Delivery Date is before Ship Date
SHO4895,DHL,,Delayed,Hyderabad,Chennai,199.41,15/01/2024,22/01/2024,,Invalid ship date
SHO4896,BLUEDART,21/06/2025,UNKNOWN,Delhi,Mumbai,411.7,23/06/2025,,,Invalid status
SHO4897,BLUEDART,04/05/2025,UNKNOWN,Pune,Chennai,-18.54,04/11/2025,,,Invalid status; Invalid freight cost
SHO4900,DHL,,Delayed,Pune,Delhi,8.04,01/02/2026,01/08/2026,,Invalid ship date
SHO4902,BLUEDART,,IN TRANS,Chennai,Mumbai,156.27,18/04/2024,,,Invalid ship date; Invalid status
SHO4904,DHL,23/02/2024,IN TRANS,Hyderabad,Bangalore,-58.68,25/02/2024,,,Invalid status; Invalid freight cost
SHO4906,DHL,05/10/2025,Delayed,Delhi,Hyderabad,337.33,10/09/2025,10/11/2025,,Expected Delivery Date is before Ship Date
SHO4908,DHL,,Delivered,Delhi,Mumbai,67.49,15/06/2026,,,Invalid ship date; Delivered Date is missing or invalid for Delivered status
SHO4910,DHL,09/12/2024,Delivered,Mumbai,Pune,428.56,,,,Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status
SHO4913,FEDEX,,Delivered,Delhi,Hyderabad,383.71,25/06/2026,23/06/2026,0,Invalid ship date
SHO4915,BLUEDART,05/07/2024,Delivered,Chennai,Hyderabad,7.09,,13/05/2024,,Expected Delivery Date is missing or invalid; Delivered Date is before Ship Date
SHO4916,FEDEX,,Delayed,Delhi,Mumbai,496.9,01/02/2025,02/11/2025,,Invalid ship date
SHO4917,FEDEX,,In Transit,Mumbai,Bangalore,279.25,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4918,BLUEDART,01/01/2025,In Transit,Chennai,Pune,-69.74,01/04/2025,,,Invalid freight cost
SHO4919,DHL,01/07/2025,Accepted,Hyderabad,Pune,63.88,13/01/2025,,,Expected Delivery Date is before Ship Date
